Function Name,Implementation Status,Compliance Frameworks Count,Compliance Frameworks,Primary API Function,Primary User Function,File Exists,Notes
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_memcached_11211,,17,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 17 compliance requirements across 7 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_mysql_3306,,19,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, rbi_cyber_security_framework_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 19 compliance requirements across 7 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_oracle_1521_2483,,19,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 19 compliance requirements across 7 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_postgres_5432,,19,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 19 compliance requirements across 7 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_redis_6379,,19,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 19 compliance requirements across 7 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_sql_server_1433_1434,,19,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 19 compliance requirements across 7 frameworks
ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23,,19,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, aws_foundational_technical_review_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 19 compliance requirements across 7 frameworks
ec2_securitygroup_allow_wide_open_public_ipv4,,19,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, aws_foundational_technical_review_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 19 compliance requirements across 6 frameworks
ec2_securitygroup_default_restrict_traffic,,85,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, rbi_cyber_security_framework_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cisa_aws, cis_3.0_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 85 compliance requirements across 24 frameworks
ec2_securitygroup_from_launch_wizard,,7,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('ec2'),describe_security_groups(),YES,Serves 7 compliance requirements across 5 frameworks
ec2_securitygroup_not_used,,11,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, aws_foundational_technical_review_aws",client = boto3.client('ec2'),"describe_security_groups(), describe_network_interfaces()",YES,Serves 11 compliance requirements across 7 frameworks
ec2_securitygroup_with_many_ingress_egress_rules,,13,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, aws_foundational_technical_review_aws",client = boto3.client('ec2'),describe_security_groups(),YES,Serves 13 compliance requirements across 5 frameworks
ec2_transitgateway_auto_accept_vpc_attachments,,16,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client=boto3.client('ec2'),describe_transit_gateways(),YES,Serves 16 compliance requirements across 6 frameworks
ecr_registry_scan_images_on_push_enabled,,3,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws",client = boto3.client('ecr'),describe_registry(),YES,Serves 3 compliance requirements across 3 frameworks
ecr_repositories_lifecycle_policy_enabled,,10,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client = boto3.client('ecr'),"list_repositories(), get_lifecycle_policy()",YES,Serves 10 compliance requirements across 5 frameworks
ecr_repositories_not_publicly_accessible,,6,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('ecr'),"describe_repositories(), get_repository_policy()",YES,Serves 6 compliance requirements across 4 frameworks
ecr_repositories_scan_images_on_push_enabled,,10,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws, pci_4.0_aws",client = boto3.client('ecr'),"describe_repositories(), describe_image_scan_settings()",YES,Serves 10 compliance requirements across 6 frameworks
ecr_repositories_scan_vulnerabilities_in_latest_image,,6,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws",client = boto3.client('ecr'),"describe_repositories(), list_images(), describe_image_scan_findings()",YES,Serves 6 compliance requirements across 4 frameworks
ecr_repositories_tag_immutability,,1,aws_foundational_security_best_practices_aws,client = boto3.client('ecr'),describe_repositories(),YES,Serves 1 compliance requirements across 1 frameworks
ecs_service_fargate_latest_platform_version,,1,pci_4.0_aws,client = boto3.client('ecs'),"list_clusters(), list_services(), describe_services()",YES,Serves 1 compliance requirements across 1 frameworks
ecs_service_no_assign_public_ip,,1,aws_foundational_security_best_practices_aws,client = boto3.client('ecs'),describe_services(),YES,Serves 1 compliance requirements across 1 frameworks
ecs_task_definitions_containers_readonly_access,,16,"aws_foundational_security_best_practices_aws, pci_4.0_aws",client = boto3.client('ecs'),"list_task_definitions(), describe_task_definition()",YES,Serves 16 compliance requirements across 2 frameworks
ecs_task_definitions_host_namespace_not_shared,,2,"aws_foundational_security_best_practices_aws, pci_4.0_aws",client = boto3.client('ecs'),"list_task_definitions(), describe_task_definition()",YES,Serves 2 compliance requirements across 2 frameworks
ecs_task_definitions_host_networking_mode_users,,4,"aws_foundational_security_best_practices_aws, pci_4.0_aws",client = boto3.client('ecs'),"list_task_definitions(), describe_task_definition()",YES,Serves 4 compliance requirements across 2 frameworks
ecs_task_definitions_logging_block_mode,,1,iso27001_2022_aws,client = boto3.client('ecs'),"list_task_definitions(), describe_task_definition()",YES,Serves 1 compliance requirements across 1 frameworks
ecs_task_definitions_logging_enabled,,16,"aws_foundational_security_best_practices_aws, soc2_aws, iso27001_2022_aws, pci_4.0_aws",client = boto3.client('ecs'),"list_task_definitions(status='ACTIVE'), describe_task_definition()",YES,Serves 16 compliance requirements across 4 frameworks
ecs_task_definitions_no_environment_secrets,,10,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, pci_4.0_aws",client = boto3.client('ecs'),"list_task_definitions(), describe_task_definition()",YES,Serves 10 compliance requirements across 6 frameworks
ecs_task_definitions_no_privileged_containers,,4,"aws_foundational_security_best_practices_aws, pci_4.0_aws",client = boto3.client('ecs'),"list_task_definitions(), describe_task_definition()",YES,Serves 4 compliance requirements across 2 frameworks
efs_access_point_enforce_root_directory,,4,pci_4.0_aws,client = boto3.client('efs'),describe_access_points(),YES,Serves 4 compliance requirements across 1 frameworks
efs_access_point_enforce_user_identity,,4,pci_4.0_aws,client = boto3.client('efs'),describe_access_points(),YES,Serves 4 compliance requirements across 1 frameworks
efs_encryption_at_rest_enabled,,48,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, aws_foundational_technical_review_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, gxp_eu_annex_11_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cisa_aws, cis_3.0_aws",client = boto3.client('efs'),describe_file_systems(),YES,Serves 48 compliance requirements across 25 frameworks
efs_have_backup_enabled,,64,"aws_foundational_security_best_practices_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, fedramp_low_revision_4_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, gxp_eu_annex_11_aws, soc2_aws, cisa_aws, kisa_isms_p_2023_korean_aws, fedramp_moderate_revision_4_aws, hipaa_aws, mitre_attack_aws, aws_foundational_technical_review_aws, nist_800_171_revision_2_aws, rbi_cyber_security_framework_aws, pci_4.0_aws","client1 = boto3.client('efs'), client2 = boto3.client('backup')","describe_file_systems(), list_backup_vaults(), describe_backup_job()",YES,Serves 64 compliance requirements across 17 frameworks
efs_multi_az_enabled,,1,iso27001_2022_aws,client = boto3.client('efs'),describe_file_systems(),YES,Serves 1 compliance requirements across 1 frameworks
efs_not_publicly_accessible,,5,"kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws",client = boto3.client('efs'),"describe_file_systems(), describe_mount_targets()",YES,Serves 5 compliance requirements across 5 frameworks
eks_cluster_kms_cmk_encryption_in_secrets_enabled,,26,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, gxp_eu_annex_11_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, hipaa_aws, mitre_attack_aws, pci_4.0_aws",client = boto3.client('eks'),describe_cluster(),YES,Serves 26 compliance requirements across 10 frameworks
eks_cluster_network_policy_enabled,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('eks'),"describe_cluster(), list_addons()",YES,Serves 2 compliance requirements across 2 frameworks
eks_cluster_not_publicly_accessible,,17,"nist_csf_1.1_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, nist_800_171_revision_2_aws, pci_4.0_aws",client = boto3.client('eks'),describe_cluster(),YES,Serves 17 compliance requirements across 7 frameworks
eks_cluster_private_nodes_enabled,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('eks'),"describe_cluster(), list_nodegroups(), describe_nodegroup(), describe_subnets()",YES,Serves 2 compliance requirements across 2 frameworks
eks_cluster_uses_a_supported_version,,7,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, pci_4.0_aws",client = boto3.client('eks'),describe_cluster(),YES,Serves 7 compliance requirements across 5 frameworks
eks_control_plane_logging_all_types_enabled,,18,"aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client = boto3.client('eks'),describe_cluster(),YES,Serves 18 compliance requirements across 6 frameworks
eks_endpoints_not_publicly_accessible,,6,"aws_foundational_security_best_practices_aws, pci_3.2.1_aws",client = boto3.client('eks'),describe_cluster(),YES,Serves 6 compliance requirements across 2 frameworks
elasticache_cluster_uses_public_subnet,,6,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client = boto3.client('elasticache'),describe_cache_clusters(),YES,Serves 6 compliance requirements across 3 frameworks
elasticache_redis_cluster_auto_minor_version_upgrades,,4,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client = boto3.client('elasticache'),describe_cache_clusters(),YES,Serves 4 compliance requirements across 4 frameworks
elasticache_redis_cluster_automatic_failover_enabled,,1,iso27001_2022_aws,client = boto3.client('elasticache'),describe_replication_groups(),YES,Serves 1 compliance requirements across 1 frameworks
elasticache_redis_cluster_backup_enabled,,10,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, pci_4.0_aws",client = boto3.client('elasticache'),describe_replication_groups(),YES,Serves 10 compliance requirements across 5 frameworks
elasticache_redis_cluster_in_transit_encryption_enabled,,11,"kisa_isms_p_2023_aws, soc2_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client = boto3.client('elasticache'),describe_replication_groups(),YES,Serves 11 compliance requirements across 5 frameworks
elasticache_redis_cluster_multi_az_enabled,,7,"kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('elasticache'),describe_replication_groups(),YES,Serves 7 compliance requirements across 3 frameworks
elasticache_redis_cluster_rest_encryption_enabled,,6,"kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, pci_4.0_aws",client = boto3.client('elasticache'),describe_replication_groups(),YES,Serves 6 compliance requirements across 4 frameworks
elasticache_redis_replication_group_auth_enabled,,1,aws_foundational_security_best_practices_aws,client = boto3.client('elasticache'),describe_replication_groups(),YES,Serves 1 compliance requirements across 1 frameworks
elasticbeanstalk_environment_cloudwatch_logging_enabled,,15,"soc2_aws, iso27001_2022_aws, pci_4.0_aws",client = boto3.client('elasticbeanstalk'),describe_configuration_settings(),YES,Serves 15 compliance requirements across 3 frameworks
elasticbeanstalk_environment_managed_updates_enabled,,1,pci_4.0_aws,client = boto3.client('elasticbeanstalk'),describe_configuration_settings(),YES,Serves 1 compliance requirements across 1 frameworks
elb_cross_zone_load_balancing_enabled,,7,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('elb'),describe_load_balancer_attributes(),YES,Serves 7 compliance requirements across 3 frameworks
elb_desync_mitigation_mode,,13,pci_4.0_aws,client = boto3.client('elb'),describe_load_balancer_attributes(),YES,Serves 13 compliance requirements across 1 frameworks
elb_insecure_ssl_ciphers,,9,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, ens_rd2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws",client = boto3.client('elb'),describe_load_balancer_policies(),YES,Serves 9 compliance requirements across 5 frameworks
elb_internet_facing,,4,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('elb'),describe_load_balancers(),YES,Serves 4 compliance requirements across 4 frameworks
elb_is_in_multiple_az,,8,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('elb'),describe_load_balancers(),YES,Serves 8 compliance requirements across 4 frameworks
elb_logging_enabled,,98,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, aws_well_architected_framework_reliability_pillar_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, cisa_aws",client = boto3.client('elb'),"describe_load_balancers(), describe_load_balancer_attributes()",YES,Serves 98 compliance requirements across 20 frameworks
